Tm,Year,#Bat,BatAge,G,PA,AB,R/G,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,#P,PAge,RA/G,ERA,GF,CG,tSho,cSho,SV,IP,H_P,R,ER,HR_P,BB_P,IBB_P,SO_P,HBP_P,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB_P,#Fld,RA/G_F,DefEff,GS,CG_F,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,BPF,PPF,#a-tA-S,1Run,Under500,SOS,W-L%
Toronto Blue Jays,1995,39,28.9,144,39.23611111,34.97222222,4.46,9.090277778,1.909722222,0.1875,0.972222222,4.256944444,0.520833333,0.111111111,3.416666667,6.291666667,0.26,0.328,0.409,0.737,92,14.29166667,0.826388889,0.305555556,0.229166667,0.3125,0.1875,7.493055556,20,28.7,5.4,4.88,0.888888889,0.111111111,8,3,0.152777778,8.973611111,9.277777778,5.395833333,4.868055556,1.006944444,4.541666667,0.291666667,6.208333333,0.354166667,0.027777778,0.506944444,40.09027778,97,4.81,1.539,9.3,1,4.6,6.2,1.37,7.763888889,38,5.4,0.689,9,7.076388889,80.79166667,37.31944444,26.93055556,9.715277778,0.673611111,0.909722222,0.982,-59,-6,99,100,15,0.41,0.528,0.1,0.389
Atlanta Braves,1996,42,27.9,162,38.84567901,34.65432099,4.77,9.345679012,1.62962963,0.172839506,1.216049383,4.537037037,0.512345679,0.265432099,3.271604938,6.37037037,0.27,0.333,0.432,0.765,96,14.9691358,0.888888889,0.166666667,0.425925926,0.308641975,0.25308642,7.12345679,18,27.9,4,3.52,0.913580247,0.086419753,9,3,0.283950617,9.067901235,8.469135802,4,3.549382716,0.740740741,2.783950617,0.395061728,7.685185185,0.117283951,0.030864198,0.302469136,37.85185185,125,3.5,1.241,8.4,0.7,2.8,7.6,2.76,6.648148148,42,4,0.689,9,6.697530864,81.61111111,39.17283951,27.2037037,11.16666667,0.802469136,0.882716049,0.98,38,3,105,104,17,0.5,0.463,-0.1,0.593
Baltimore Orioles,1996,45,31.2,163,39.8404908,34.90184049,5.82,9.552147239,1.834355828,0.17791411,1.576687117,5.607361963,0.466257669,0.245398773,3.957055215,5.613496933,0.274,0.35,0.472,0.822,106,16.47239264,0.82208589,0.374233129,0.190184049,0.411042945,0.300613497,7.079754601,23,28.9,5.54,5.14,0.920245399,0.079754601,1,1,0.26993865,9.007361963,9.840490798,5.539877301,5.147239264,1.282208589,3.662576687,0.214723926,6.423312883,0.233128834,0.030674847,0.233128834,39.63190184,96,4.89,1.499,9.8,1.3,3.7,6.4,1.75,7.061349693,44,5.54,0.681,9,6.803680982,81.09202454,38.2392638,27.03067485,10.61349693,0.595092025,1.061349693,0.984,-30,-3,100,99,14,0.581,0.534,0,0.543
Boston Red Sox,1996,55,28.4,162,40.40123457,35.5308642,5.73,10.06790123,1.901234568,0.191358025,1.290123457,5.444444444,0.561728395,0.271604938,3.962962963,6.296296296,0.283,0.359,0.457,0.816,104,16.22222222,0.913580247,0.413580247,0.203703704,0.290123457,0.308641975,7.722222222,23,28.7,5.69,4.98,0.895061728,0.104938272,5,3,0.228395062,9,9.913580247,5.685185185,4.981481481,1.141975309,4.456790123,0.25308642,7.191358025,0.308641975,0.037037037,0.314814815,40.94444444,101,4.81,1.597,9.9,1.1,4.5,7.2,1.61,8.259259259,54,5.69,0.665,9,6.382716049,81,37.94444444,27,10.11111111,0.833333333,0.938271605,0.978,-77,-7,101,101,14,0.513,0.537,0,0.525
California Angels,1996,52,29.3,161,39.25465839,35.31677019,4.73,9.757763975,1.590062112,0.149068323,1.192546584,4.51552795,0.329192547,0.242236025,3.273291925,6.049689441,0.276,0.339,0.431,0.77,95,15.22360248,0.919254658,0.180124224,0.279503106,0.204968944,0.248447205,7.50931677,30,29.1,5.86,5.3,0.925465839,0.074534161,8,3,0.236024845,8.937888199,9.602484472,5.857142857,5.260869565,1.360248447,4.111801242,0.291925466,6.534161491,0.52173913,0.049689441,0.49689441,40.13043478,93,5.24,1.534,9.7,1.4,4.1,6.6,1.59,7.459627329,51,5.86,0.683,9,7.068322981,80.44099379,38.18012422,26.8136646,10.57142857,0.795031056,0.968944099,0.979,-6,-1,98,98,13,0.542,0.453,0.1,0.435
Chicago Cubs,1996,41,29,162,38.45061728,34.14197531,4.77,8.567901235,1.648148148,0.117283951,1.080246914,4.475308642,0.666666667,0.308641975,3.228395062,6.728395062,0.251,0.32,0.401,0.721,88,13.69135802,0.777777778,0.37654321,0.407407407,0.296296296,0.296296296,6.654320988,17,28.3,4.76,4.36,0.938271605,0.061728395,10,5,0.209876543,8.988271605,8.932098765,4.759259259,4.351851852,1.135802469,3.37037037,0.339506173,6.339506173,0.339506173,0.049382716,0.296296296,38.69135802,99,4.64,1.369,8.9,1.1,3.4,6.3,1.88,6.962962963,41,4.76,0.702,9,6.469135802,80.90740741,38.51851852,26.9691358,10.90740741,0.641975309,0.907407407,0.983,91,8,102,102,8,0.382,0.383,0,0.469
Chicago White Sox,1996,44,30.6,162,40.10493827,34.83950617,5.54,9.790123457,1.75308642,0.203703704,1.203703704,5.308641975,0.648148148,0.25308642,4.327160494,5.722222222,0.281,0.36,0.447,0.807,108,15.5617284,0.858024691,0.209876543,0.345679012,0.382716049,0.419753086,7.598765432,22,27.8,4.9,4.52,0.956790123,0.043209877,4,1,0.265432099,9.018518519,9.438271605,4.901234568,4.524691358,1.074074074,3.802469136,0.37037037,6.413580247,0.222222222,0.00617284,0.364197531,39.53703704,105,4.64,1.468,9.4,1.1,3.8,6.4,1.69,7.580246914,43,4.9,0.687,9,6.537037037,81.16666667,37.44444444,27.05555556,9.716049383,0.672839506,0.895061728,0.982,-16,-1,95,95,11,0.424,0.543,0,0.525
Cincinnati Reds,1996,48,29.3,162,38.35802469,33.67283951,4.8,8.62962963,1.598765432,0.222222222,1.179012346,4.524691358,1.055555556,0.388888889,3.728395062,7,0.256,0.331,0.422,0.753,98,14.20987654,0.709876543,0.209876543,0.438271605,0.302469136,0.290123457,6.888888889,24,29.2,4.77,4.32,0.962962963,0.037037037,8,5,0.320987654,8.907407407,8.932098765,4.771604938,4.271604938,1.030864198,3.648148148,0.407407407,6.722222222,0.259259259,0.037037037,0.407407407,38.74691358,98,4.48,1.412,9,1,3.7,6.8,1.84,7.25308642,48,4.77,0.69,9,6.314814815,80.16666667,37.92592593,26.72222222,10.45679012,0.74691358,0.895061728,0.98,-40,-4,100,100,13,0.488,0.463,0,0.5
Cleveland Indians,1996,44,29.8,161,40.28571429,35.28571429,5.91,10.34161491,2.080745342,0.142857143,1.354037267,5.614906832,0.99378882,0.310559006,4.167701863,5.242236025,0.293,0.369,0.475,0.844,113,16.77018634,1.01863354,0.267080745,0.211180124,0.354037267,0.273291925,7.602484472,18,30.3,4.78,4.34,0.919254658,0.080745342,9,3,0.285714286,9.019254658,9.50310559,4.776397516,4.347826087,1.074534161,3.00621118,0.260869565,6.416149068,0.242236025,0.01863354,0.304347826,38.78881988,112,4.38,1.387,9.5,1.1,3,6.4,2.13,6.950310559,44,4.78,0.682,9,7.037267081,81.1863354,38.79503106,27.0621118,10.96273292,0.770186335,0.968944099,0.98,-13,-1,99,97,21,0.583,0.547,-0.1,0.615
Colorado Rockies,1996,44,30.1,162,39.09259259,34.50617284,5.93,9.919753086,1.833333333,0.228395062,1.364197531,5.611111111,1.240740741,0.407407407,3.25308642,6.839506173,0.287,0.355,0.472,0.827,99,16.30246914,0.728395062,0.50617284,0.5,0.320987654,0.24691358,6.839506173,21,28.8,5.95,5.59,0.969135802,0.030864198,4,1,0.209876543,8.779012346,9.858024691,5.950617284,5.456790123,1.222222222,3.851851852,0.117283951,5.75308642,0.425925926,0.067901235,0.407407407,39.45061728,93,5.13,1.561,10.1,1.3,3.9,5.9,1.49,7.154320988,44,5.95,0.674,9,6.820987654,79.03703704,39,26.34567901,11.7345679,0.919753086,1.030864198,0.976,-5,0,123,123,7,0.59,0.457,0,0.512
Detroit Tigers,1996,53,27,162,38.29012346,34.13580247,4.83,8.722222222,1.586419753,0.12962963,1.259259259,4.574074074,0.537037037,0.308641975,3.37037037,7.827160494,0.256,0.323,0.42,0.743,87,14.34567901,0.814814815,0.179012346,0.296296296,0.302469136,0.160493827,6.419753086,27,26.7,6.81,6.38,0.938271605,0.061728395,4,4,0.135802469,8.840740741,10.48765432,6.808641975,6.265432099,1.487654321,4.839506173,0.388888889,5.907407407,0.49382716,0.024691358,0.50617284,41.4382716,80,5.83,1.733,10.7,1.5,4.9,6,1.22,8.098765432,53,6.81,0.668,9,6.956790123,79.59259259,38.03703704,26.5308642,10.66049383,0.845679012,0.969135802,0.978,-77,-7,100,102,11,0.364,0.451,0.1,0.327
Florida Marlins,1996,46,27.9,162,38.2345679,33.9382716,4.25,8.722222222,1.481481481,0.185185185,0.925925926,4.012345679,0.611111111,0.283950617,3.413580247,6.925925926,0.257,0.329,0.393,0.722,93,13.35185185,0.851851852,0.339506173,0.25308642,0.277777778,0.314814815,7.228395062,23,28,4.34,3.95,0.950617284,0.049382716,13,4,0.25308642,8.907407407,8.555555556,4.339506173,3.913580247,0.697530864,3.691358025,0.302469136,6.481481481,0.351851852,0.030864198,0.302469136,38.16666667,103,4.1,1.375,8.6,0.7,3.7,6.5,1.76,7.104938272,46,4.34,0.692,9,6.716049383,80.16666667,38.49382716,26.72222222,11.08641975,0.685185185,1.154320988,0.982,48,4,97,96,13,0.531,0.383,0,0.494
Houston Astros,1996,43,28.2,162,38.7037037,34,4.65,8.919753086,1.833333333,0.179012346,0.796296296,4.339506173,1.111111111,0.388888889,3.419753086,6.524691358,0.262,0.336,0.397,0.733,100,13.5,0.709876543,0.518518519,0.419753086,0.339506173,0.395061728,7.234567901,22,28.5,4.89,4.37,0.919753086,0.080246914,4,3,0.216049383,8.932098765,9.512345679,4.888888889,4.333333333,0.950617284,3.327160494,0.37037037,7.179012346,0.432098765,0.074074074,0.401234568,39.28395062,88,4.21,1.437,9.6,1,3.4,7.2,2.16,7.598765432,43,4.89,0.667,9,6.567901235,80.38888889,38.09259259,26.7962963,10.44444444,0.851851852,0.802469136,0.978,8,1,92,91,12,0.549,0.457,0,0.506
Kansas City Royals,1996,40,27.1,161,38.68944099,34.42236025,4.63,9.173913043,1.776397516,0.236024845,0.763975155,4.279503106,1.211180124,0.527950311,3.285714286,5.857142857,0.267,0.332,0.398,0.731,85,13.71428571,0.633540373,0.267080745,0.409937888,0.304347826,0.223602484,6.937888199,19,29,4.88,4.55,0.894409938,0.105590062,8,5,0.217391304,9.00621118,9.708074534,4.881987578,4.552795031,1.093167702,2.857142857,0.198757764,5.751552795,0.347826087,0.02484472,0.347826087,38.82608696,109,4.54,1.395,9.7,1.1,2.9,5.7,2.01,6.925465839,40,4.88,0.685,9,6.304347826,81.05590062,38.29192547,27.01863354,10.58385093,0.689440994,1.142857143,0.982,6,1,99,99,8,0.35,0.466,0,0.466
Los Angeles Dodgers,1996,40,27.9,162,38.17901235,34.18518519,4.34,8.617283951,1.327160494,0.203703704,0.925925926,4.080246914,0.765432099,0.24691358,3.185185185,7.345679012,0.252,0.316,0.384,0.701,90,13.12962963,0.691358025,0.135802469,0.456790123,0.216049383,0.364197531,6.87037037,15,28.3,4.02,3.46,0.962962963,0.037037037,9,4,0.308641975,9.05,8.50617284,4.024691358,3.481481481,0.771604938,3.296296296,0.407407407,7.481481481,0.240740741,0.135802469,0.240740741,38.41358025,112,3.8,1.304,8.5,0.8,3.3,7.4,2.27,7.234567901,38,4.02,0.69,9,6.679012346,81.46296296,38.02469136,27.15432099,10.09876543,0.771604938,0.882716049,0.98,-33,-3,93,92,8,0.589,0.469,0,0.556
Milwaukee Brewers,1996,48,27.8,162,39.71604938,34.95061728,5.52,9.740740741,1.87654321,0.24691358,1.098765432,5.216049383,0.62345679,0.296296296,3.851851852,6.086419753,0.279,0.353,0.441,0.794,97,15.40740741,0.709876543,0.327160494,0.277777778,0.308641975,0.216049383,7.395061728,24,27.2,5.55,5.14,0.962962963,0.037037037,4,1,0.259259259,8.932716049,9.691358025,5.549382716,5.098765432,1.314814815,3.919753086,0.203703704,5.222222222,0.351851852,0.037037037,0.345679012,39.7345679,101,5.35,1.523,9.8,1.3,3.9,5.3,1.33,7.382716049,48,5.55,0.692,9,6.382716049,80.40740741,38.08024691,26.80246914,10.45061728,0.827160494,1.111111111,0.978,8,1,103,104,11,0.571,0.457,0,0.494
Minnesota Twins,1996,38,28.6,162,39.52469136,35.01851852,5.41,10.08024691,2.049382716,0.290123457,0.728395062,5.012345679,0.882716049,0.327160494,3.555555556,5.913580247,0.288,0.357,0.425,0.782,97,14.89506173,1.061728395,0.401234568,0.12345679,0.388888889,0.259259259,7.37037037,18,25.8,5.56,5.28,0.919753086,0.080246914,5,3,0.191358025,8.883950617,9.635802469,5.555555556,5.209876543,1.438271605,3.586419753,0.166666667,5.919753086,0.25308642,0.018518519,0.302469136,39.22839506,97,5.24,1.488,9.8,1.5,3.6,6,1.65,7.012345679,38,5.56,0.694,9,6.765432099,79.98148148,36.61728395,26.66049383,9.37654321,0.580246914,0.87654321,0.984,34,3,101,102,9,0.55,0.469,0,0.481
Montreal Expos,1996,39,27.3,162,38.09259259,33.98148148,4.57,8.895061728,1.833333333,0.166666667,0.913580247,4.296296296,0.666666667,0.209876543,3.037037037,6.648148148,0.262,0.327,0.406,0.733,91,13.80246914,0.734567901,0.358024691,0.487654321,0.222222222,0.302469136,6.907407407,18,27.5,4.12,3.78,0.932098765,0.067901235,7,3,0.265432099,8.895679012,8.351851852,4.12345679,3.734567901,0.938271605,2.975308642,0.203703704,7.444444444,0.345679012,0.055555556,0.283950617,37.77160494,115,3.99,1.273,8.4,0.9,3,7.5,2.5,6.956790123,37,4.12,0.696,9,6.413580247,80.07407407,38.04320988,26.69135802,10.57407407,0.777777778,0.74691358,0.98,1,0,102,102,9,0.589,0.469,0,0.543
New York Mets,1996,40,27.2,162,38.39506173,34.67901235,4.6,9.351851852,1.648148148,0.290123457,0.907407407,4.302469136,0.598765432,0.296296296,2.74691358,6.598765432,0.27,0.324,0.412,0.737,98,14.30246914,0.703703704,0.203703704,0.462962963,0.302469136,0.333333333,6.938271605,17,27.4,4.81,4.22,0.938271605,0.061728395,10,3,0.25308642,8.888888889,9.364197531,4.808641975,4.166666667,0.981481481,3.283950617,0.450617284,6.166666667,0.271604938,0.074074074,0.37037037,38.81481481,96,4.42,1.423,9.5,1,3.3,6.2,1.88,7.339506173,40,4.81,0.678,9,6.469135802,80,38.24691358,26.66666667,10.59876543,0.981481481,1.00617284,0.974,80,7,95,95,11,0.397,0.389,0,0.438
New York Yankees,1996,48,30.1,162,39.59259259,34.74074074,5.38,10.00617284,1.808641975,0.172839506,1,5.12345679,0.592592593,0.283950617,3.901234568,5.611111111,0.288,0.36,0.436,0.796,100,15.16049383,0.944444444,0.25308642,0.25308642,0.444444444,0.345679012,7.765432099,24,29.3,4.86,4.65,0.962962963,0.037037037,9,2,0.320987654,8.888888889,9.067901235,4.858024691,4.592592593,0.882716049,3.765432099,0.216049383,7.030864198,0.302469136,0.030864198,0.339506173,38.82098765,108,4.25,1.444,9.2,0.9,3.8,7.1,1.87,7.296296296,47,4.86,0.682,9,6.691358025,80,37.18518519,26.66666667,9.956790123,0.561728395,0.901234568,0.985,-45,-4,101,100,23,0.61,0.537,0,0.568
Oakland Athletics,1996,43,28.2,162,39.51851852,34.75308642,5.31,9.209876543,1.74691358,0.12962963,1.5,5.080246914,0.358024691,0.216049383,3.950617284,6.87654321,0.265,0.344,0.452,0.796,99,15.71604938,0.827160494,0.358024691,0.216049383,0.240740741,0.222222222,7.25308642,20,27.1,5.56,5.2,0.956790123,0.043209877,5,3,0.209876543,8.988271605,10.11111111,5.555555556,5.191358025,1.265432099,3.975308642,0.37654321,5.456790123,0.320987654,0.037037037,0.37037037,40.15432099,98,5.22,1.567,10.1,1.3,4,5.5,1.37,7.62962963,43,5.56,0.682,9,6.092592593,80.90740741,38.58024691,26.9691358,10.97530864,0.635802469,1.203703704,0.984,-53,-5,101,102,6,0.452,0.457,0,0.481
Philadelphia Phillies,1996,54,28.3,162,38.09259259,33.94444444,4.01,8.672839506,1.537037037,0.240740741,0.814814815,3.728395062,0.722222222,0.25308642,3.308641975,6.740740741,0.256,0.325,0.387,0.712,88,13.13580247,0.716049383,0.277777778,0.333333333,0.228395062,0.320987654,7.450617284,25,27.7,4.88,4.48,0.925925926,0.074074074,6,3,0.259259259,8.784567901,9.030864198,4.87654321,4.37037037,0.987654321,3.148148148,0.302469136,6.444444444,0.216049383,0.043209877,0.438271605,37.88888889,96,4.32,1.386,9.3,1,3.2,6.6,2.05,6.654320988,54,4.88,0.686,9,7.24691358,79.07407407,36.83950617,26.35802469,9.765432099,0.716049383,0.895061728,0.981,2,0,99,101,12,0.532,0.389,0.1,0.414
Pittsburgh Pirates,1996,46,28.8,162,39.11111111,34.9691358,4.79,9.314814815,1.969135802,0.203703704,0.851851852,4.555555556,0.777777778,0.302469136,3.148148148,6.104938272,0.266,0.329,0.407,0.736,91,14.24691358,0.660493827,0.24691358,0.444444444,0.302469136,0.283950617,7.290123457,25,27.9,5.14,4.61,0.969135802,0.030864198,7,2,0.228395062,8.969753086,9.888888889,5.141975309,4.592592593,1.12962963,2.956790123,0.308641975,6.444444444,0.308641975,0.049382716,0.382716049,39.12345679,95,4.46,1.432,9.9,1.1,3,6.5,2.18,7.067901235,46,5.14,0.673,9,6.617283951,80.74074074,39.2345679,26.91358025,11.5308642,0.790123457,0.888888889,0.98,-45,-4,103,104,9,0.325,0.383,0,0.451
San Diego Padres,1996,43,30.8,162,39.62345679,34.90740741,4.76,9.25308642,1.759259259,0.148148148,0.907407407,4.432098765,0.672839506,0.339506173,3.709876543,6.259259259,0.265,0.338,0.402,0.74,100,14.0308642,0.901234568,0.308641975,0.364197531,0.320987654,0.382716049,7.462962963,19,28.7,4.21,3.72,0.969135802,0.030864198,11,1,0.290123457,9.191358025,8.611111111,4.209876543,3.802469136,0.851851852,3.12345679,0.290123457,7.37037037,0.277777778,0.061728395,0.364197531,38.83950617,107,3.88,1.277,8.4,0.8,3.1,7.2,2.36,7.055555556,41,4.21,0.698,9,6.796296296,82.72222222,39.21604938,27.57407407,10.91358025,0.728395062,0.839506173,0.981,-27,-2,94,94,11,0.582,0.463,0,0.562
Seattle Mariners,1996,49,28.6,161,40.48447205,35.20496894,6.17,10.0931677,2.130434783,0.118012422,1.52173913,5.925465839,0.559006211,0.242236025,4.161490683,6.534161491,0.287,0.366,0.484,0.85,114,17.02484472,0.751552795,0.465838509,0.285714286,0.360248447,0.354037267,7.689440994,25,27.8,5.56,5.21,0.97515528,0.02484472,4,2,0.211180124,8.889440994,9.701863354,5.559006211,5.149068323,1.341614907,3.757763975,0.322981366,6.211180124,0.372670807,0.01863354,0.229813665,39.44720497,95,5.13,1.514,9.8,1.4,3.8,6.3,1.65,7.211180124,48,5.56,0.683,9,6.633540373,80.0310559,36.9378882,26.67701863,9.577639752,0.683229814,0.962732919,0.982,50,5,99,99,12,0.488,0.540,0,0.528
San Francisco Giants,1996,49,28.9,162,38.98765432,34.15432099,4.64,8.641975309,1.512345679,0.12962963,0.944444444,4.364197531,0.697530864,0.327160494,3.796296296,7.339506173,0.253,0.331,0.388,0.719,94,13.24691358,0.666666667,0.296296296,0.475308642,0.265432099,0.382716049,7.395061728,20,28.4,5.32,4.71,0.944444444,0.055555556,8,1,0.216049383,8.901851852,9.382716049,5.320987654,4.660493827,1.197530864,3.518518519,0.37037037,6.154320988,0.413580247,0.061728395,0.358024691,39.07407407,86,4.86,1.449,9.5,1.2,3.6,6.2,1.75,7.043209877,49,5.32,0.686,9,6.666666667,80.12962963,37.65432099,26.70987654,10.10493827,0.839506173,1.018518519,0.978,26,2,95,96,7,0.37,0.370,0.1,0.42
St. Louis Cardinals,1996,38,30.7,162,38.13580247,33.96296296,4.69,9.061728395,1.734567901,0.191358025,0.87654321,4.388888889,0.919753086,0.358024691,3.055555556,6.722222222,0.267,0.33,0.407,0.736,94,13.80864198,0.74691358,0.271604938,0.543209877,0.296296296,0.364197531,6.709876543,18,30.9,4.36,3.97,0.919753086,0.080246914,11,5,0.265432099,8.963580247,8.518518519,4.358024691,3.956790123,1.067901235,3.327160494,0.265432099,6.481481481,0.216049383,0.037037037,0.271604938,38.17283951,106,4.46,1.321,8.6,1.1,3.3,6.5,1.95,6.919753086,38,4.36,0.706,9,6.777777778,80.68518519,37.95061728,26.89506173,10.28395062,0.771604938,0.858024691,0.98,78,7,99,99,14,0.545,0.463,0,0.543
Texas Rangers,1996,39,29.4,163,39.8404908,34.98159509,5.69,9.950920245,1.981595092,0.196319018,1.355828221,5.460122699,0.509202454,0.159509202,4.049079755,6.386503067,0.284,0.358,0.469,0.827,103,16.39263804,0.785276074,0.190184049,0.196319018,0.423312883,0.312883436,7.687116564,17,30.5,4.9,4.65,0.883435583,0.116564417,6,5,0.263803681,8.890184049,9.625766871,4.901840491,4.595092025,1.030674847,3.570552147,0.26993865,5.987730061,0.263803681,0.055214724,0.233128834,39.00613497,113,4.63,1.484,9.7,1,3.6,6.1,1.68,7.429447853,38,4.9,0.684,9,7.09202454,80.02453988,37.31288344,26.67484663,10.10429448,0.533742331,0.920245399,0.986,23,2,105,105,13,0.488,0.540,-0.1,0.556
Toronto Blue Jays,1996,40,28.6,162,38.85802469,34.5617284,4.73,8.956790123,1.864197531,0.216049383,1.092592593,4.395061728,0.716049383,0.234567901,3.265432099,6.820987654,0.259,0.331,0.42,0.752,90,14.5308642,0.740740741,0.567901235,0.234567901,0.228395062,0.117283951,7.216049383,20,28.3,4.99,4.57,0.882716049,0.117283951,7,5,0.216049383,8.920987654,9.111111111,4.99382716,4.530864198,1.154320988,3.765432099,0.228395062,6.37654321,0.222222222,0.018518519,0.37654321,38.70987654,110,4.77,1.443,9.2,1.2,3.8,6.4,1.69,6.944444444,40,4.99,0.691,9,7.037037037,80.31481481,37.37654321,26.77160494,9.925925926,0.679012346,1.154320988,0.982,-19,-2,99,100,12,0.463,0.463,0,0.457
Anaheim Angels,1997,43,29.7,162,39.42592593,34.74074074,5.12,9.450617284,1.722222222,0.154320988,0.99382716,4.783950617,0.777777778,0.444444444,3.808641975,5.882716049,0.272,0.346,0.416,0.762,97,14.46296296,0.796296296,0.277777778,0.24691358,0.351851852,0.228395062,7.425925926,21,28.3,4.9,4.52,0.944444444,0.055555556,5,3,0.240740741,8.97654321,9.296296296,4.901234568,4.50617284,1.24691358,3.734567901,0.209876543,6.481481481,0.333333333,0.055555556,0.351851852,39.29012346,104,4.83,1.451,9.3,1.2,3.7,6.5,1.74,7.450617284,41,4.9,0.69,9,7.135802469,80.81481481,37.52469136,26.9382716,9.827160494,0.759259259,0.864197531,0.98,21,2,102,102,15,0.519,0.648,0,0.519
Atlanta Braves,1997,38,27.9,162,38.98148148,34.12345679,4.88,9.197530864,1.654320988,0.228395062,1.074074074,4.660493827,0.666666667,0.358024691,3.685185185,7.160493827,0.27,0.343,0.426,0.769,99,14.5308642,0.882716049,0.320987654,0.512345679,0.320987654,0.277777778,7.265432099,17,28.5,3.59,3.18,0.87037037,0.12962963,17,10,0.228395062,9.044444444,8.141975309,3.586419753,3.197530864,0.685185185,2.777777778,0.345679012,7.382716049,0.191358025,0.024691358,0.234567901,37.38888889,131,3.45,1.207,8.1,0.7,2.8,7.3,2.66,6.660493827,38,3.59,0.7,9,6.12962963,81.42592593,38.14814815,27.14197531,10.30246914,0.703703704,0.839506173,0.982,69,6,102,99,14,0.623,0.543,0,0.623
Baltimore Orioles,1997,39,31.7,162,39.13580247,34.4691358,5.01,9.24691358,1.62962963,0.135802469,1.209876543,4.814814815,0.388888889,0.160493827,3.617283951,5.87654321,0.268,0.341,0.429,0.77,103,14.77777778,0.74691358,0.401234568,0.283950617,0.364197531,0.271604938,7.395061728,17,30.7,4.2,3.91,0.950617284,0.049382716,10,4,0.364197531,9.018518519,8.666666667,4.203703704,3.919753086,1.012345679,3.475308642,0.191358025,7.030864198,0.185185185,0.024691358,0.265432099,38.38888889,113,4.23,1.346,8.6,1,3.5,7,2.02,7.12962963,38,4.2,0.699,9,6.709876543,81.16666667,37.93209877,27.05555556,10.27777778,0.598765432,0.913580247,0.984,14,1,97,96,15,0.56,0.667,-0.1,0.605
Boston Red Sox,1997,46,27.9,162,39.69135802,35.68518519,5.25,10.39506173,2.302469136,0.197530864,1.141975309,5,0.419753086,0.296296296,3.172839506,6.444444444,0.291,0.352,0.463,0.815,110,16.51851852,0.956790123,0.364197531,0.12962963,0.339506173,0.333333333,7.537037037,25,27.8,5.29,4.85,0.956790123,0.043209877,4,3,0.24691358,8.958024691,9.685185185,5.290123457,4.827160494,0.919753086,3.771604938,0.320987654,6.092592593,0.432098765,0.00617284,0.314814815,39.75308642,97,4.49,1.502,9.7,0.9,3.8,6.1,1.62,7.580246914,45,5.29,0.674,9,7.104938272,80.64814815,38.18518519,26.88271605,10.4691358,0.833333333,1.104938272,0.978,24,2,102,102,12,0.545,0.593,0,0.481
